epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,81.5202,0.59827,2.94288,0.38306,0.41826,0.91552,0.99954,1,0.995,0.91773,0.99954,1,0.995,0.66021,0.40056,1.25243,0.08413,0.31325,0.8331,0.0013268,0.0013268,0.0013268
19,85.9774,0.57516,2.79483,0.37776,0.39999,0.90692,0.99954,1,0.995,0.92148,0.99954,1,0.995,0.70654,0.42107,1.06797,0.08229,0.31402,0.83832,0.0012872,0.0012872,0.0012872
20,90.4292,0.53213,2.47821,0.37043,0.37278,0.88646,0.99951,1,0.995,0.93808,0.99951,1,0.995,0.74673,0.36089,1.02791,0.08718,0.28603,0.82172,0.0012476,0.0012476,0.0012476
21,95.252,0.52704,2.62132,0.38374,0.38298,0.90055,0.99952,1,0.995,0.92665,0.99952,1,0.995,0.75795,0.39349,0.87732,0.08574,0.29311,0.82744,0.001208,0.001208,0.001208
22,99.685,0.51722,2.28547,0.38146,0.37034,0.90133,0.99953,1,0.995,0.93918,0.99953,1,0.995,0.71369,0.34233,0.90683,0.09014,0.28568,0.81364,0.0011684,0.0011684,0.0011684
23,104.116,0.55152,2.37716,0.38152,0.40245,0.91628,0.99938,1,0.995,0.94002,0.99938,1,0.995,0.76585,0.35981,0.86499,0.08915,0.31072,0.8223,0.0011288,0.0011288,0.0011288
24,108.591,0.53177,2.44771,0.36353,0.38624,0.90604,0.99953,1,0.995,0.92614,0.99953,1,0.995,0.74745,0.36899,0.99317,0.09481,0.30424,0.82378,0.0010892,0.0010892,0.0010892
25,113.128,0.515,2.34538,0.377,0.36678,0.89883,0.99953,1,0.995,0.94899,0.99953,1,0.995,0.84936,0.33656,0.59405,0.08895,0.28086,0.81573,0.0010496,0.0010496,0.0010496
26,117.581,0.50496,2.24477,0.373,0.3659,0.9014,0.9995,1,0.995,0.9313,0.9995,1,0.995,0.84487,0.36399,0.70185,0.09708,0.30227,0.81897,0.00101,0.00101,0.00101
27,122.008,0.51491,2.31993,0.36318,0.36578,0.90314,0.99926,1,0.995,0.93233,0.99926,1,0.995,0.85445,0.34723,0.61604,0.09209,0.28435,0.81529,0.0009704,0.0009704,0.0009704
28,126.46,0.53082,2.22298,0.3448,0.37557,0.8935,0.99954,1,0.995,0.94919,0.99954,1,0.995,0.86041,0.33716,0.64507,0.08803,0.26967,0.81083,0.0009308,0.0009308,0.0009308
29,130.901,0.49416,2.12556,0.36899,0.35322,0.88573,0.99952,1,0.995,0.9468,0.99952,1,0.995,0.86071,0.32395,0.52068,0.09592,0.26273,0.8093,0.0008912,0.0008912,0.0008912
30,135.337,0.47594,2.16753,0.37325,0.35596,0.88749,0.99954,1,0.995,0.96683,0.99954,1,0.995,0.89418,0.30548,0.44986,0.08886,0.27044,0.80499,0.0008516,0.0008516,0.0008516
31,139.812,0.45999,1.9786,0.35984,0.33447,0.87869,0.99955,1,0.995,0.97049,0.99955,1,0.995,0.8738,0.30968,0.52229,0.08976,0.25166,0.80649,0.000812,0.000812,0.000812
32,144.492,0.47278,1.97942,0.35696,0.33939,0.88852,0.99954,1,0.995,0.95144,0.99954,1,0.995,0.90104,0.31866,0.46695,0.08646,0.25661,0.80921,0.0007724,0.0007724,0.0007724
33,149.118,0.46829,1.90824,0.37747,0.3405,0.88112,0.99954,1,0.995,0.96914,0.99954,1,0.995,0.85919,0.27839,0.52707,0.08862,0.23266,0.7988,0.0007328,0.0007328,0.0007328
34,153.553,0.46948,1.83338,0.36381,0.34053,0.87907,1,1,0.995,0.97744,1,1,0.995,0.91353,0.29321,0.49334,0.08754,0.24281,0.80159,0.0006932,0.0006932,0.0006932
35,158.039,0.44916,1.74338,0.33664,0.32944,0.87282,0.99956,1,0.995,0.97907,0.99956,1,0.995,0.95531,0.27458,0.33489,0.08785,0.23601,0.7929,0.0006536,0.0006536,0.0006536
36,162.641,0.43242,1.66391,0.3422,0.32447,0.87485,0.99955,1,0.995,0.96447,0.99955,1,0.995,0.94789,0.2948,0.33641,0.08349,0.24474,0.79759,0.000614,0.000614,0.000614
37,167.108,0.42506,1.64259,0.31089,0.3141,0.86674,0.99954,1,0.995,0.98762,0.99954,1,0.995,0.94877,0.25859,0.36234,0.07782,0.22785,0.79131,0.0005744,0.0005744,0.0005744
38,171.846,0.43153,1.66198,0.34049,0.3276,0.87572,1,1,0.995,0.96369,1,1,0.995,0.95581,0.28991,0.333,0.07626,0.23164,0.79377,0.0005348,0.0005348,0.0005348
39,176.51,0.40359,1.61378,0.32175,0.29978,0.86337,1,1,0.995,0.98698,1,1,0.995,0.97045,0.2382,0.30767,0.08168,0.22034,0.78386,0.0004952,0.0004952,0.0004952
40,180.974,0.40891,1.61661,0.32901,0.30766,0.86488,0.99954,1,0.995,0.9781,0.99954,1,0.995,0.96185,0.26361,0.33127,0.08313,0.23296,0.78813,0.0004556,0.0004556,0.0004556
41,185.87,0.2888,0.50719,0.0861,0.24376,0.80546,0.99956,1,0.995,0.98683,0.99956,1,0.995,0.97123,0.25243,0.29008,0.06653,0.2208,0.78752,0.000416,0.000416,0.000416
42,190.344,0.27525,0.4532,0.06391,0.23964,0.79751,0.99956,1,0.995,0.98181,0.99956,1,0.995,0.97314,0.23901,0.25895,0.0473,0.2131,0.7844,0.0003764,0.0003764,0.0003764
43,194.757,0.26468,0.46694,0.0504,0.22968,0.79061,0.99956,1,0.995,0.98592,0.99956,1,0.995,0.97679,0.23657,0.25351,0.0369,0.21328,0.78349,0.0003368,0.0003368,0.0003368
44,199.203,0.25696,0.42327,0.04549,0.22738,0.78863,0.99956,1,0.995,0.98882,0.99956,1,0.995,0.97948,0.21007,0.2356,0.03066,0.19954,0.77851,0.0002972,0.0002972,0.0002972
45,203.646,0.24865,0.43209,0.04107,0.21938,0.79672,1,1,0.995,0.99231,1,1,0.995,0.98326,0.21598,0.22334,0.0283,0.19367,0.78073,0.0002576,0.0002576,0.0002576
46,208.086,0.2317,0.34143,0.03354,0.20494,0.78015,0.99956,1,0.995,0.99196,0.99956,1,0.995,0.98661,0.1979,0.19597,0.02568,0.18302,0.77747,0.000218,0.000218,0.000218
47,212.557,0.22864,0.32529,0.0336,0.20782,0.79064,1,1,0.995,0.99242,1,1,0.995,0.99298,0.18911,0.19627,0.02288,0.17712,0.77652,0.0001784,0.0001784,0.0001784
48,217.004,0.22603,0.32174,0.02948,0.20184,0.78753,0.99956,1,0.995,0.99286,0.99956,1,0.995,0.98419,0.21592,0.20076,0.02159,0.18311,0.78024,0.0001388,0.0001388,0.0001388
49,221.407,0.22174,0.32235,0.03131,0.20005,0.79086,0.99955,1,0.995,0.99315,0.99955,1,0.995,0.99017,0.19036,0.1807,0.02199,0.17735,0.77514,9.92e-05,9.92e-05,9.92e-05
50,225.831,0.21649,0.30164,0.02932,0.19748,0.78813,0.99956,1,0.995,0.9936,0.99956,1,0.995,0.99217,0.18556,0.17643,0.02107,0.17633,0.77541,5.96e-05,5.96e-05,5.96e-05
