elapsed_time,jackal_x_gazebo,jackal_y_gazebo,jackal_z_gazebo,jackal_x_speed_gazebo,jackal_y_speed_gazebo,jackal_z_speed_gazebo,jackal_x_yolo_filted,jackal_y_yolo_filted,jackal_z_yolo_filted,jackal_x_speed_yolo_filted,jackal_y_speed_yolo_filted,jackal_z_speed_yolo_filted,jackal_x_yolo_raw,jackal_y_yolo_raw,jackal_z_yolo_raw,jackal_x_speed_yolo_raw,jackal_y_speed_yolo_raw,jackal_z_speed_yolo_raw
0.0,1.0000084718354845,-0.0006822283711498366,0.21349772251816757,1.0333646751099832e-06,-5.912871305231425e-05,2.031851254842789e-05,0.9921186566352844,-0.0031145645771175623,0.21227268874645233,0.011956220492720604,0.0016536872135475278,-0.008157468400895596,0.9917919635772705,-0.003178214654326439,0.21277792751789093,0.0348566435277462,-0.008209144696593285,-0.06325263530015945
0.02,1.00000847325336,-0.0006833416274309619,0.21349772251786606,1.0333688807013057e-06,-5.913271329589555e-05,2.0318515369815614e-05,0.99281245470047,-0.0031599446665495634,0.21134696900844574,0.011181611567735672,0.001294619869440794,-0.006906538270413876,0.9929823279380798,-0.003335261018946767,0.2105385810136795,0.04959993436932564,-0.006543595343828201,-0.09330606460571289
0.04,1.000008607233187,-0.0008632091620751417,0.21349768321250595,6.689955691464142e-06,-0.03941549957555936,2.0236081526975906e-05,0.99281245470047,-0.0031599446665495634,0.21134696900844574,0.011181611567735672,0.001294619869440794,-0.006906538270413876,0.9929823279380798,-0.003335261018946767,0.2105385810136795,0.04959993436932564,-0.006543595343828201,-0.09330606460571289
0.060000000000000005,1.0000097036155515,-0.0024222344621220478,0.21349761185775445,9.265458646524284e-05,-0.12926489737656643,1.5646210525203304e-05,0.99281245470047,-0.0031599446665495634,0.21134696900844574,0.011181611567735672,0.001294619869440794,-0.006906538270413876,0.9929823279380798,-0.003335261018946767,0.2105385810136795,0.04959993436932564,-0.006543595343828201,-0.09330606460571289
0.08,1.0000120000053738,-0.005630693022126532,0.21349746860077218,0.0001601369173368413,-0.2228060027645611,1.2321334081140521e-05,0.99281245470047,-0.0031599446665495634,0.21134696900844574,0.011181611567735672,0.001294619869440794,-0.006906538270413876,0.9929823279380798,-0.003335261018946767,0.2105385810136795,0.04959993436932564,-0.006543595343828201,-0.09330606460571289
0.09999999999999999,1.0000157511722738,-0.010893599118347811,0.2134972396389288,0.00023238726700932667,-0.3264793362534669,1.1835150359105908e-05,0.9978020787239075,-0.006701522506773472,0.21700355410575867,0.03567323088645935,-0.0193618256598711,0.031739573925733566,1.0034230947494507,-0.011250343173742294,0.22441700100898743,0.14109134674072266,-0.10696057230234146,0.1875462681055069
0.11999999999999998,1.0000205566119322,-0.0177218604291381,0.21349699051341353,0.00029826946642459327,-0.4265801837104652,1.267160629091999e-05,0.9978020787239075,-0.006701522506773472,0.21700355410575867,0.03567323088645935,-0.0193618256598711,0.031739573925733566,1.0034230947494507,-0.011250343173742294,0.22441700100898743,0.14109134674072266,-0.10696057230234146,0.1875462681055069
0.13999999999999999,1.0000265702702584,-0.02632770855854553,0.21349671825387778,0.0003653584257050193,-0.52316812315407,1.3962223145733102e-05,0.9978020787239075,-0.006701522506773472,0.21700355410575867,0.03567323088645935,-0.0193618256598711,0.031739573925733566,1.0034230947494507,-0.011250343173742294,0.22441700100898743,0.14109134674072266,-0.10696057230234146,0.1875462681055069
0.16,1.000035250566878,-0.04097013643987664,0.21349636620612006,5.0954377557418354e-05,-0.6387352828218195,2.1600442317421845e-05,0.9973782896995544,-0.022526998072862625,0.19864730536937714,0.024838879704475403,-0.10795406997203827,-0.07602428644895554,0.994527280330658,-0.04113888368010521,0.17325381934642792,-0.14120328426361084,-0.47442129254341125,-0.8121140599250793
0.18000000000000002,1.0000290515660386,-0.04892393642755901,0.2134963015844012,-0.0008484718161981659,-0.6814720861470414,-0.00013509671726998177,0.9973782896995544,-0.022526998072862625,0.19864730536937714,0.024838879704475403,-0.10795406997203827,-0.07602428644895554,0.994527280330658,-0.04113888368010521,0.17325381934642792,-0.14120328426361084,-0.47442129254341125,-0.8121140599250793
0.20000000000000004,0.9999800088747746,-0.0615837957965246,0.213498997501326,-0.005369725527704065,-0.7145240976667118,-2.8030659910439357e-05,1.0022629499435425,-0.046205177903175354,0.18195083737373352,0.04634203016757965,-0.22707991302013397,-0.15740273892879486,1.0068341493606567,-0.06873264163732529,0.16596202552318573,0.3619650602340698,-0.8115810751914978,-0.21446414291858673
0.22000000000000006,0.9999398382347683,-0.07527883426522705,0.21349750238782114,-0.0008363906725387775,-0.7235449338170679,-0.00025944131305278954,1.0022629499435425,-0.046205177903175354,0.18195083737373352,0.04634203016757965,-0.22707991302013397,-0.15740273892879486,1.0068341493606567,-0.06873264163732529,0.16596202552318573,0.3619650602340698,-0.8115810751914978,-0.21446414291858673
0.24000000000000007,0.9998943437946652,-0.08907938026127982,0.21349728767818854,-0.003898230147646474,-0.7301841341158122,6.080599797895227e-05,1.0022629499435425,-0.046205177903175354,0.18195083737373352,0.04634203016757965,-0.22707991302013397,-0.15740273892879486,1.0068341493606567,-0.06873264163732529,0.16596202552318573,0.3619650602340698,-0.8115810751914978,-0.21446414291858673
0.26000000000000006,0.9998067179661814,-0.1023454880601283,0.2134978298122556,-0.005738459444240437,-0.7442809776770984,7.960125513183758e-05,1.0173311233520508,-0.08609109371900558,0.16645249724388123,0.12335190176963806,-0.41863131523132324,-0.21735212206840515,1.0332684516906738,-0.12104477733373642,0.15742895007133484,0.3945416212081909,-0.7807781100273132,-0.1273595243692398
0.2800000000000001,0.9995963746048607,-0.1317111839875969,0.2134965750464729,-0.002413374256471163,-0.8070286227163322,7.471687518118206e-05,1.0173311233520508,-0.08609109371900558,0.16645249724388123,0.12335190176963806,-0.41863131523132324,-0.21735212206840515,1.0332684516906738,-0.12104477733373642,0.15742895007133484,0.3945416212081909,-0.7807781100273132,-0.1273595243692398
0.3000000000000001,0.9995997048272379,-0.14740091065714112,0.2134967587706238,0.002108483377256138,-0.8416718243952108,3.149936636617636e-05,1.031806230545044,-0.12633195519447327,0.1409061998128891,0.18368478119373322,-0.5766439437866211,-0.3234080970287323,1.0418156385421753,-0.14894282817840576,0.12320010364055634,0.2849084436893463,-0.9299349784851074,-1.1409614086151123
0.3200000000000001,0.999658003922255,-0.16368152414152223,0.21349669999266657,0.0032774855374840157,-0.869362378163567,2.4179538121767002e-05,1.031806230545044,-0.12633195519447327,0.1409061998128891,0.18368478119373322,-0.5766439437866211,-0.3234080970287323,1.0418156385421753,-0.14894282817840576,0.12320010364055634,0.2849084436893463,-0.9299349784851074,-1.1409614086151123
0.34000000000000014,0.9996908014552721,-0.1795176822971014,0.21349661053699098,-0.0003375165119631155,-0.8877826398900864,2.503470235964455e-05,1.031806230545044,-0.12633195519447327,0.1409061998128891,0.18368478119373322,-0.5766439437866211,-0.3234080970287323,1.0418156385421753,-0.14894282817840576,0.12320010364055634,0.2849084436893463,-0.9299349784851074,-1.1409614086151123
0.36000000000000015,0.9995908376362668,-0.1964952121974839,0.21349665286029548,-0.010628871358123964,-0.8974179528907087,0.00024281787359767775,1.031806230545044,-0.12633195519447327,0.1409061998128891,0.18368478119373322,-0.5766439437866211,-0.3234080970287323,1.0418156385421753,-0.14894282817840576,0.12320010364055634,0.2849084436893463,-0.9299349784851074,-1.1409614086151123
0.38000000000000017,0.9993751202202957,-0.21373488923646608,0.21349712400551749,-0.012228331573914328,-0.9160038071676101,4.401932906868165e-06,1.038537621498108,-0.18109512329101562,0.11909794062376022,0.1872677057981491,-0.786052942276001,-0.38710516691207886,1.0347949266433716,-0.21156254410743713,0.11314242333173752,-0.09237831085920334,-0.8239436149597168,-0.13233785331249237
0.4000000000000002,0.9990943492685567,-0.23124516022660152,0.2134967770780067,-0.017847432444882613,-0.9245051715688265,1.4328378092293599e-05,1.034347653388977,-0.22907540202140808,0.12100008130073547,0.12425005435943604,-0.9127227663993835,-0.2980405390262604,1.0167142152786255,-0.23718829452991486,0.14901642501354218,-0.5650218725204468,-0.8008049130439758,1.1210625171661377
0.4200000000000002,0.998685398055403,-0.247853006248973,0.2134966348069228,-0.027234748629490928,-0.9190226240015177,-1.3066013601591882e-05,1.034347653388977,-0.22907540202140808,0.12100008130073547,0.12425005435943604,-0.9127227663993835,-0.2980405390262604,1.0167142152786255,-0.23718829452991486,0.14901642501354218,-0.5650218725204468,-0.8008049130439758,1.1210625171661377
0.4400000000000002,0.9982791941946166,-0.2643043242662649,0.21349780031280197,-0.013460521538372905,-0.9103372667518861,-5.358864073376507e-06,1.034347653388977,-0.22907540202140808,0.12100008130073547,0.12425005435943604,-0.9127227663993835,-0.2980405390262604,1.0167142152786255,-0.23718829452991486,0.14901642501354218,-0.5650218725204468,-0.8008049130439758,1.1210625171661377
0.46000000000000024,0.9982666251147595,-0.2869846529642785,0.2134979655695388,0.009868804516408609,-0.9055718556799256,2.3946217715961386e-05,1.034347653388977,-0.22907540202140808,0.12100008130073547,0.12425005435943604,-0.9127227663993835,-0.2980405390262604,1.0167142152786255,-0.23718829452991486,0.14901642501354218,-0.5650218725204468,-0.8008049130439758,1.1210625171661377
