elapsed_time,roll,roll_speed,pitch,pitch_speed,z,z_speed,yaw,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,1.5466911797643342e-09,3.1779929480085364e-09,2.2925221578823171e-07,3.1824286315409883e-09,0.8800605636229857,-9.113967743614798e-07,-3.914182433112566e-06,-1.7692525132459306e-05,0.0,0.0,0.0,0.0
0.02,1.5254716401626597e-09,-5.8639824226602495e-09,2.2923098667987518e-07,-5.859374691970937e-09,0.8800605435722577,-9.113967425517235e-07,-3.837771065175533e-06,-1.791397435752453e-05,0,10,0,0
0.04,-0.00024223129435468538,-0.06920936983926605,2.2919994352273462e-07,2.616837686132967e-07,0.880061194302015,0.00018786756594429624,-3.7747313803946385e-06,2.545075990220023e-05,0,10,0,0
0.06,-0.004657944056046282,-0.3173722581629809,3.198566111049324e-07,2.1523145652965265e-05,0.8800732692783196,0.0008767482423731133,-3.6667270581252614e-06,2.5691363757626822e-05,0,10,0,0
0.08,-0.014295982844501252,-0.540230898089842,2.206436375126272e-06,0.0002235359081584472,0.8801004710314234,0.0015721695596299062,-3.6059983719494778e-06,2.3611795892088838e-05,0,10,0,0
0.10,-0.027690476720368857,-0.6684223424624314,1.5532718471051065e-05,0.0009631173027677709,0.8801440756169319,0.0023571218502396268,-3.7483235373160474e-06,1.388375161414736e-05,0,10,0,0
0.12,-0.043302464780365424,-0.7357686967182706,4.5130651224413794e-05,0.0016664561037911568,0.8802058161748115,0.003241450196366202,-4.598288130014557e-06,-6.754383766542169e-06,0,10,0,0
0.14,-0.059778555933358714,-0.7512517199822808,8.811147450075441e-05,0.0021763396882147346,0.8802887457144525,0.0043682232974797675,-6.601683077813921e-06,-3.28962450137302e-05,0,10,0,0
0.16,-0.06795298989953619,-0.7343077989656166,0.00011277763259354765,0.002294032925591863,0.8803417982238232,0.005216269086847929,-8.095674491242396e-06,-8.409668023103002e-05,0,10,0,0
0.18,-0.0835900289150965,-0.6839737293413201,0.0001649693074427966,0.002408947803573573,0.8804754387775234,0.006817804133256642,-1.1819589281947376e-05,-9.742170079705212e-05,0,10,0,0
0.20,-0.09783063159285546,-0.6133912946142027,0.0002169614423913753,0.002329516758415455,0.880641223498914,0.00814064357085369,-1.6310400871518802e-05,-0.00010581457224509591,0,10,0,0
0.22,-0.110467721333264,-0.5385060877241665,0.0002662300095197762,0.002157793582584928,0.8808295395436071,0.008826285993972895,-2.1241128417073598e-05,-0.00010646297809520094,0,10,0,0
0.24,-0.12144889530261091,-0.4636058759796672,0.0003106120086827882,0.0018934976598186436,0.8810261425494984,0.008989156503223995,-2.620710844726309e-05,-9.814057972657323e-05,0,10,0,0
0.26,-0.12632807329368168,-0.42685798097514044,0.0003304313852507536,0.001747672970405306,0.8811249856407494,0.008967337107960112,-2.8552863488782074e-05,-4.85381561299119e-05,0,10,0,0
0.28,-0.13491804667541266,-0.3586633330619327,0.00036461166272755614,0.001391131104358261,0.8813205560721328,0.008795462721844904,-3.282657490241551e-05,-2.6108802515579084e-05,0,10,0,0
0.30,-0.14207692596891008,-0.2967123258985422,0.0003904280678918356,0.0009948203078385905,0.8815106582241194,0.00852167571741758,-3.626746562449636e-05,1.6984049158727123e-06,0,10,0,0
0.32,-0.1479512986020043,-0.24114692213189853,0.0004072558500311213,0.0005781672579038584,0.8816943255780256,0.00818324359216135,-3.8635511812661946e-05,3.842221097485705e-05,0,10,0,0
0.34,-0.15269761038044422,-0.19399644379041928,0.00041492763303720235,0.00016428042601734813,0.8818701449497631,0.007817649542610439,-3.973455632285654e-05,8.022215062576614e-05,0,10,0,0
0.36,-0.1565035523417714,-0.15520397253404739,0.00041382277221941737,-0.00021886414125613595,0.8820381133270623,0.007474766698521125,-3.9518440629196436e-05,0.00012263432210410727,0,10,0,0
0.38,-0.15810929647645278,-0.13863201893025362,0.00041026429409441416,-0.00039716501864461997,0.8821193899474039,0.007319347999415849,-3.896197243144291e-05,0.00010111339800091486,0,10,0,0
0.40,-0.16080315145932086,-0.10897318951220238,0.0003978035252460299,-0.0007033388928058205,0.8822765839657687,0.006994339123043181,-3.6900657763056955e-05,0.0001400704200137576,0,10,0,0
0.42,-0.1629062723849727,-0.08415074647202063,0.0003793600110673472,-0.0009518127717106293,0.8824270614298559,0.0066990333390605636,-3.380504617119526e-05,0.00017040519972820082,0,10,0,0
0.44,-0.16452450746107117,-0.06468824215262484,0.00035632250548213175,-0.0011244036334425386,0.8825710313541445,0.006402114717737992,-2.9930085480582133e-05,0.00019115366926098756,0,10,0,0
0.46,-0.16576859379092562,-0.049811261301265924,0.0003303426294300814,-0.0012245099604689302,0.8827084471048292,0.006104016973862043,-2.554388734657082e-05,0.00020234520227743947,0,10,0,0
0.48,-0.16627914365940052,-0.0437519397701279,0.0003167280422340011,-0.0012436042479263497,0.8827747026651644,0.005956208548808435,-2.3214367820491284e-05,0.00024621281903346,0,10,0,0
0.50,-0.1671202067513463,-0.03337310447065571,0.00028900570545371346,-0.0012633476478407684,0.8829023568749115,0.005659046293037919,-1.849976087250832e-05,0.0002475238607946488,0,10,0,0
0.52,-0.1677510110471159,-0.02470448333528571,0.00026119287068607634,-0.0012512011634536132,0.8830234446476186,0.0053677520706244776,-1.373813364977431e-05,0.00024296742234114805,0,10,0,0
0.54,-0.16821713235123187,-0.01820080951761821,0.000234113946622696,-0.0012011671220390086,0.8831384297116881,0.005098894491210269,-9.092646007384539e-06,0.0002327124194110043,0,10,0,0
0.56,-0.1685520802290519,-0.012797593783108983,0.0002083315594061392,-0.0011339728631061335,0.8832475081992046,0.004832971646772632,-4.641654337244224e-06,0.00021997211922147528,0,10,0,0
0.58,-0.16878690800158183,-0.00908758557782797,0.00018429091734734981,-0.0010444920877812351,0.8833509899660199,0.0045923625697632834,-4.906530090935019e-07,0.00020260863575020577,0,10,0,0
0.60,-0.16887953833709388,-0.007916376224828044,0.0001730660924182661,-0.0009999471718488558,0.8834008596996572,0.004485706061518306,1.4151235481708655e-06,0.0001519860709787241,0,10,0,0
0.62,-0.169031753403267,-0.006047003805989452,0.00015235973341783416,-0.0008943169488590667,0.883497210439559,0.004283072686490101,4.966807634494806e-06,0.00013175266825462187,0,10,0,0
0.64,-0.1691467217129903,-0.00453416196717725,0.00013398579989307697,-0.0007884628753820546,0.883589259176392,0.004096676651076201,8.103756326086294e-06,0.00011332345489530228,0,10,0,0
0.66,-0.16923281067499762,-0.003398216498502453,0.0001179009456108552,-0.0006867883385539593,0.8836774418463789,0.003930619779482505,1.0850724610306556e-05,9.601618081515716e-05,0,10,0,0
0.68,-0.16929733951082498,-0.0025503105353876935,0.00010397037296695667,-0.0005927114973363686,0.8837621814235023,0.0037828251333997306,1.3231069789060975e-05,8.006464937189358e-05,0,10,0,0
0.70,-0.16932328300789926,-0.0022086010785888235,9.775891745709338e-05,-0.0005419617742037949,0.8838033819910004,0.0037152505085855025,1.4316849842908006e-05,0.0001142370414728239,0,10,0,0
0.72,-0.16936516388512277,-0.0016504315915652973,8.669791241668686e-05,-0.000461872487256753,0.8838836681090781,0.003591712637941793,1.6207241912158443e-05,0.00010028036517169827,0,10,0,0
0.74,-0.16939623267698795,-0.0011991930462132369,7.730101538636408e-05,-0.0003889003276712911,0.8839613901709727,0.0034795558124623444,1.7824777183427434e-05,8.968674594138427e-05,0,10,0,0
0.76,-0.16941822081871874,-0.0008311768521450334,6.943233725059161e-05,-0.00032356115420492345,0.8840367481609194,0.0033776993260254537,1.919462864715707e-05,7.824858701605341e-05,0,10,0,0
0.78,-0.16943320907366302,-0.0005590080945143165,6.289265312530642e-05,-0.0002679782927028997,0.8841100042844935,0.0032880411440778597,2.0334742084580307e-05,6.838450433184704e-05,0,10,0,0
0.80,-0.16944313172402634,-0.0003638290610314977,5.7470059687665025e-05,-0.00022149945449771372,0.8841814153224966,0.003209315211277142,2.128091628215059e-05,6.009770233683049e-05,0,10,0,0
0.82,-0.16944666537306366,-0.0002882390345960133,5.5114477033620194e-05,-0.00020829589406994468,0.8842165010054209,0.0031736409105942373,2.1668618181650793e-05,1.5120181759818118e-05,0,10,0,0
0.84,-0.16945154040948185,-0.0001630036322781299,5.103418064189776e-05,-0.00017191183676418533,0.8842855533565237,0.0031073126394167237,2.237327078706289e-05,7.084909037564111e-06,0,10,0,0
0.86,-0.16945405303247058,-7.159848265987476e-05,4.768607236014325e-05,-0.0001413218476012179,0.8843532366555761,0.003048836024196826,2.2900011627121796e-05,-3.478117314092844e-07,0,10,0,0
0.88,-0.16945480861825146,-4.2691909994867235e-06,4.497022045199115e-05,-0.00011485277699656396,0.8844196950462209,0.0029963623383123016,2.330848311956046e-05,-4.4771532938223495e-06,0,10,0,0
0.90,-0.1694543563482475,3.9760344678283384e-05,4.277891016586676e-05,-9.33493163805818e-05,0.8844850758100798,0.002950552552828391,2.363348966677739e-05,-7.658114320946583e-06,0,10,0,0
0.92,-0.16945381589282127,5.694592160265711e-05,4.1853802511926575e-05,-7.639138328051697e-05,0.884517403714831,0.002929191780998756,2.3797779986988706e-05,3.375967907129549e-05,0,10,0,0
0.94,-0.16945223291420008,8.335371500128226e-05,4.029827079928103e-05,-5.922699768452808e-05,0.8845813789179443,0.0028894920682220153,2.404736793827597e-05,3.128455332870975e-05,0,10,0,0
0.96,-0.16945021880285058,9.739968520464483e-05,3.907712012542612e-05,-4.56476890607211e-05,0.8846445425855374,0.0028549776159201763,2.424403341797801e-05,2.9288150727472592e-05,0,10,0,0
0.98,-0.1694480145665456,0.00010170257838259881,3.811464179115457e-05,-3.543763758256038e-05,0.88470700333386,0.0028252675917148865,2.4398010967384694e-05,2.7394666011085856e-05,0,10,0,0
1.00,-0.16944578548881753,0.00010030721026716292,3.734951012373421e-05,-2.7593166599727786e-05,0.8847688561861055,0.002799524360727965,2.451910023132233e-05,2.5888809028290887e-05,0,10,0,0
1.02,-0.1694436191688893,9.659000176090617e-05,3.6738132198070266e-05,-2.109982598088063e-05,0.8848301735727987,0.0027761502675124586,2.459409856863737e-05,2.3732814996507946e-05,0,0,0,0
1.04,-0.16912650362754034,0.0791109783686681,3.644674334131963e-05,-3.2044538333381494e-05,0.8848583978897936,0.0022033734356878268,2.4608614683956664e-05,-2.0245658148689888e-05,0,0,0,0
1.06,-0.1645660767139133,0.3202757362345321,3.537942108453584e-05,-7.627440798963593e-05,0.8848865086985807,0.00044271730345697995,2.4735288169578453e-05,-2.078142214183158e-05,0,0,0,0
1.08,-0.15496595198437085,0.5331397892688943,3.16682632528233e-05,-0.00031663276158693903,0.8848754077351486,-0.0014400016252336765,2.530692835749213e-05,1.2392993885054144e-05,0,0,0,0
1.10,-0.1414956128348216,0.6721436993226372,1.7545793850379718e-05,-0.000949813079709349,0.8848202018404167,-0.003438545270658221,2.7419527252042403e-05,0.00010651217513234016,0,0,0,0
1.12,-0.1258479595666726,0.7344539802708423,-1.1593115980800768e-05,-0.001604394843747179,0.8847260242374348,-0.004906299586485648,3.1396782713008484e-05,0.00019753275580257983,0,0,0,0
1.14,-0.10959753311585552,0.7334308164794434,-5.2813350282214e-05,-0.0020307169296272768,0.8846106910429775,-0.005395812238028538,3.637671122302338e-05,0.0002498809998995386,0,0,0,0
1.16,-0.10162266177861447,0.7164596606387684,-7.618956676190676e-05,-0.0021437217975784906,0.884551256455326,-0.0053909811856160455,3.89429607077099e-05,0.0003031474575052304,0,0,0,0
1.18,-0.08633207912862616,0.672643149267659,-0.0001261277574041036,-0.0023017329862723723,0.8844349058923174,-0.005205897697145035,4.375945472338766e-05,0.00031413309742467073,0,0,0,0
1.20,-0.07228915653790767,0.6065849306018855,-0.0001767321913025832,-0.0022340887316074564,0.8843199678611001,-0.005214248751663324,4.79453204480076e-05,0.0003008520224228315,0,0,0,0
1.22,-0.059763810627052424,0.5347996092861205,-0.00022479905253304858,-0.0020670038879958873,0.884204887829835,-0.005239676060217773,5.129898658787976e-05,0.0002747015232805723,0,0,0,0
1.24,-0.04883674991766029,0.4621936647763662,-0.0002680942676221142,-0.0018121373322093335,0.8840904420187988,-0.005143215362900815,5.381513576985953e-05,0.0002418394197057352,0,0,0,0
1.26,-0.04396479709031675,0.4270451576875531,-0.0002874011959508798,-0.0016604250760658811,0.884034407704756,-0.005048170019922712,5.476299242029791e-05,0.0001824009398438066,0,0,0,0
1.28,-0.035358531084564104,0.35973105139876127,-0.0003206372134902367,-0.001323580561370023,0.8839261912311048,-0.004792461253231849,5.6249114072637475e-05,0.00014990158326295402,0,0,0,0
1.30,-0.02817060343281197,0.29756246232062955,-0.00034590647432188384,-0.0009494651989544723,0.8838239272463994,-0.004511957644049077,5.723450806589731e-05,0.00011616204015310075,0,0,0,0
1.32,-0.02226449708573316,0.24322132239339175,-0.00036254033079004326,-0.0005486246929844475,0.8837281798706317,-0.004203174703787445,5.7807396455142814e-05,8.549460018162836e-05,0,0,0,0
1.34,-0.017458352329382254,0.19726787185258485,-0.0003702362639905189,-0.00014775809066160263,0.8836394094182832,-0.0038799289054271243,5.8084576095985805e-05,5.9587787520438615e-05,0,0,0,0
1.36,-0.013575957519034072,0.15807069511856164,-0.00036933937263123733,0.00022885675026948575,0.883557839352211,-0.0035486846224564907,5.816504650896755e-05,3.6898624171324006e-05,0,0,0,0
1.38,-0.011942102718698938,0.1411553186424825,-0.000365878841862797,0.0003972584478880023,0.8835198000948894,-0.0033834449491295646,5.816238268176823e-05,6.930652848486139e-05,0,0,0,0
1.40,-0.009175931412047814,0.11190471425594982,-0.0003538939838694353,0.0006914535870553616,0.8834491119792839,-0.003057764162568106,5.8073484695760136e-05,5.688154276061264e-05,0,0,0,0
1.42,-0.006988147189296403,0.08826865424107923,-0.00033620208642765834,0.0009157339618297043,0.8833854298317677,-0.0027456418452837367,5.800479696844414e-05,4.8268532592822525e-05,0,0,0,0
1.44,-0.00528130707841025,0.06855635630125399,-0.0003141026423862553,0.0010829665532589607,0.8833285016950384,-0.0024468866518588405,5.7940332133224316e-05,4.000852405369153e-05,0,0,0,0
1.46,-0.0039586169491753025,0.05310247305699229,-0.0002890855703888778,0.0011822006903951217,0.8832778909964728,-0.002171170952481081,5.788288055104143e-05,3.414938690476519e-05,0,0,0,0
1.48,-0.003413658486252687,0.04673461787343159,-0.0002759368642655748,0.001208789783665231,0.883254784995433,-0.0020429837075617275,5.7836079426216844e-05,-1.0007153228524928e-05,0,0,0,0
1.50,-0.0025141116260037435,0.03570086304583779,-0.00024909033566316744,0.0012325566157147725,0.8832126311951473,-0.0018015242314514395,5.7792633298646555e-05,-1.500590350403197e-05,0,0,0,0
1.52,-0.0018380077631325567,0.026536043526486988,-0.00022204775571990097,0.0012235470016688094,0.8831755886017056,-0.0015801339722308259,5.774708820598039e-05,-1.747394217657165e-05,0,0,0,0
1.54,-0.0013367963606780902,0.01968612719615489,-0.00019563549917295353,0.0011769916707972956,0.883143109825728,-0.0013855425401595096,5.7714234000963615e-05,-1.875938546611372e-05,0,0,0,0
1.56,-0.0009643753569599573,0.014678266031091678,-0.00017056142293679958,0.001103949575852049,0.8831146303022505,-0.00121541243083205,5.769253915093875e-05,-1.94598549152077e-05,0,0,0,0
1.58,-0.0006859920741804669,0.010996112403089143,-0.0001472926500617292,0.001014761329119889,0.8830896364763168,-0.0010672029491769607,5.7679483935185735e-05,-1.9813778667950785e-05,0,0,0,0
1.60,-0.0005747391581472473,0.009378621045916396,-0.00013641776212056574,0.0009679142989705124,0.8830783164218804,-0.0009973380250654655,5.770564905238546e-05,2.3506600067644013e-05,0,0,0,0
1.62,-0.0004009160959593694,0.006665266183240158,-0.0001162457065977862,0.0008706003354889732,0.8830578790165864,-0.0008691642361057519,5.772454114700038e-05,2.337789442185157e-05,0,0,0,0
1.64,-0.00027772581242518386,0.004725290317590111,-9.823877210149319e-05,0.0007717660710308618,0.8830400521195417,-0.0007589365399769784,5.774452044178754e-05,2.2840805691982882e-05,0,0,0,0
1.66,-0.0001902972406614067,0.003340515115030252,-8.237556777132735e-05,0.0006756718511535298,0.8830244781567606,-0.0006627679860451045,5.776541782143944e-05,2.32495122530934e-05,0,0,0,0
1.68,-0.00013021693017428073,0.002270931558711605,-6.858833997122516e-05,0.0005840165764139969,0.883010927439871,-0.0005764499228409457,5.7801901477084086e-05,2.1967046619734144e-05,0,0,0,0
1.70,-0.00010741846268233168,0.0019226480251130467,-6.241860512024006e-05,0.0005422794581023246,0.883004809565881,-0.0005398279081061774,5.7785987044615864e-05,-2.021242738236214e-05,0,0,0,0
1.72,-7.15835031976194e-05,0.001372819980180491,-5.139828878389729e-05,0.0004637866768879587,0.882993712963182,-0.00047256673762907517,5.779027182318026e-05,-2.2034809051484708e-05,0,0,0,0
1.74,-4.654310295144986e-05,0.0009416438700093759,-4.204316769527467e-05,0.0003911592874699307,0.882984026363401,-0.0004119538051452802,5.7777467757953484e-05,-2.2331352804673785e-05,0,0,0,0
1.76,-3.012852134844815e-05,0.0005877643927287414,-3.423288123518893e-05,0.0003235392561462714,0.8829756187090542,-0.00035626871517152874,5.774279171534858e-05,-2.252598203487101e-05,0,0,0,0
1.78,-2.012533575014147e-05,0.0003580554906320134,-2.7801437867270515e-05,0.00026638675979797976,0.8829683441359581,-0.0003090673757366857,5.771224464202078e-05,-2.1589912310105058e-05,0,0,0,0
1.80,-1.3642313208615994e-05,0.00024782971848572716,-2.2463154609990482e-05,0.00022253234894331958,0.8829619945027304,-0.00027097017362694864,5.770525763702034e-05,-2.1248601503757885e-05,0,0,0,0
1.82,-1.1171761573074132e-05,0.00020521150109754823,-2.013625278366639e-05,0.00020239705976544142,0.8829591208715198,-0.00025313005503758897,5.773285210357364e-05,2.2315031824564176e-05,0,0,0,0
1.84,-7.4425646211854934e-06,0.00014297951555593852,-1.6106585066616676e-05,0.00016709662349746805,0.8829539300015513,-0.00022143497001301363,5.773996681625442e-05,2.0369846728660576e-05,0,0,0,0
1.86,-4.835225417232167e-06,9.868445027102495e-05,-1.2790732671447622e-05,0.00013659309692402055,0.8829493871035693,-0.00019345437417386552,5.770988335347813e-05,2.008801223952949e-05,0,0,0,0
1.88,-3.0391495228109944e-06,6.79888411559342e-05,-1.0088426925749999e-05,0.00011109345772571034,0.8829454160195592,-0.00016927322876583094,5.768053778620328e-05,2.0021962451627188e-05,0,0,0,0
1.90,-1.8014337939414806e-06,4.6902597094332446e-05,-7.894015812519757e-06,9.011558860564392e-05,0.882941938131251,-0.00014840245163915742,5.765414026653666e-05,1.99561190833313e-05,0,0,0,0
1.92,-1.3384602257248222e-06,3.8067775598749064e-05,-6.960156723646232e-06,8.05513136910729e-05,0.8829403641874456,-0.0001386552576324125,5.761278883296538e-05,-2.3521430453017866e-05,0,0,0,0
1.94,-6.31877572816629e-07,2.5083595981431514e-05,-5.31307159426808e-06,6.418075152389859e-05,0.8829373937936125,-0.00012098465535456783,5.7564599363801035e-05,1.8728419956992756e-05,0,0,0,0
1.96,-1.9424128386317138e-07,1.568576582712543e-05,-4.060564471250477e-06,5.0750695987569084e-05,0.8829349114609198,-0.00010572906917468286,5.7540202917274686e-05,2.0961297202309215e-05,0,0,0,0
1.98,7.244762257670077e-08,9.313260459289809e-06,-3.0730589582024e-06,3.996060026646348e-05,0.8829327405428585,-9.256412389056536e-05,5.753094296693724e-05,2.0909720292552988e-05,0,0,0,0
